Student_ID,Attendance,Assignment,Quiz,Midterm,Final,Previous_GPA,Average_Score,Risk_Level
1790,50,95,41,41,84,3.25,64.5,High
1791,79,41,58,89,23,3.37,53.7,Medium
1792,50,65,53,80,74,2.25,70.4,High
1793,75,47,63,62,73,3.89,66.3,Low
1794,88,82,61,68,83,2.68,76.7,Low
1795,98,30,59,48,41,3.43,49.5,High
1796,78,87,31,50,44,3.05,52.2,Medium
1797,79,35,21,72,78,2.45,66.3,Medium
1798,74,99,47,53,76,3.69,68.3,Low
1799,93,73,93,57,73,3.64,72.2,Low
1800,73,53,86,76,63,2.79,69.2,Low
1801,94,48,90,23,71,3.18,58.5,Medium
1802,86,47,91,21,95,2.52,66.7,Low
1803,63,59,95,31,35,3.38,45.0,High
1804,93,71,29,54,35,2.62,49.5,High
1805,61,62,76,89,74,3.69,76.2,Low
1806,44,41,56,91,80,2.43,73.4,High
1807,95,56,96,40,98,2.03,75.9,Medium
1808,72,68,83,80,96,2.54,84.7,Low
1809,97,38,98,54,59,2.38,63.1,Medium
1810,75,50,59,67,40,3.02,54.5,Medium
1811,86,58,79,34,85,2.41,66.5,Medium
1812,59,62,67,90,27,3.53,56.6,High
1813,58,91,38,34,90,2.48,64.9,High
1814,74,44,91,25,29,3.41,40.0,High
1815,91,31,52,87,76,3.16,73.9,Low
1816,82,81,63,41,23,3.97,44.1,High
1817,56,73,56,51,62,4.0,58.6,High
1818,98,83,55,41,82,3.74,68.7,Low
1819,84,47,40,46,62,3.52,55.7,Medium
1820,82,32,21,34,86,2.77,58.1,Medium
1821,73,36,50,63,70,3.51,62.8,Medium
1822,48,72,49,28,75,3.91,55.3,High
1823,65,67,95,53,62,2.05,63.4,Medium
1824,41,66,63,92,43,3.08,61.8,High
1825,92,87,31,34,53,2.44,52.4,Medium
1826,48,62,70,81,78,3.12,73.5,High
1827,48,88,68,64,21,2.93,48.0,High
1828,79,40,43,91,21,3.15,51.9,Medium
1829,56,97,43,77,29,3.1,54.3,High
1830,40,97,79,38,42,3.92,49.8,High
1831,64,51,30,35,34,3.1,38.6,High
1832,82,95,32,94,95,3.69,87.1,Low
1833,79,73,91,27,36,2.64,46.8,High
1834,81,35,93,52,33,2.88,49.7,High
1835,64,71,91,93,98,2.94,89.7,Low
1836,78,54,83,37,95,2.56,70.6,Low
1837,74,86,39,54,35,2.76,50.1,Medium
1838,42,84,91,62,51,3.2,60.7,High
1839,89,45,92,69,42,3.16,60.1,Medium
1840,76,43,90,22,53,3.27,48.7,High
1841,83,68,97,78,35,2.7,62.2,Medium
1842,83,57,47,47,53,2.63,54.0,Medium
1843,90,80,21,65,90,3.22,74.6,Low
1844,69,78,62,83,52,2.27,66.6,Medium
1845,77,38,27,89,87,2.51,75.7,Low
1846,73,87,32,66,62,2.08,63.8,Medium
1847,51,74,54,33,83,2.15,61.0,High
1848,58,51,42,26,90,2.49,58.9,High
1849,76,61,65,93,37,2.04,62.9,Medium
1850,83,98,34,98,87,2.49,85.7,Medium
1851,98,98,21,50,80,3.31,68.7,Low
1852,98,71,80,70,94,2.12,83.5,Medium
1853,88,82,95,48,39,2.87,56.5,Medium
1854,56,88,83,34,30,3.83,44.9,High
1855,49,68,71,95,98,3.58,86.5,High
1856,96,44,55,44,65,2.61,58.7,Medium
1857,94,58,86,80,83,3.85,81.0,Low
1858,88,32,88,60,95,2.66,76.8,Low
1859,86,39,86,88,47,2.15,66.3,Medium
1860,51,58,66,23,67,3.99,51.2,High
1861,55,64,21,76,54,3.74,58.4,High
1862,63,35,63,50,27,2.93,41.9,High
1863,58,41,83,22,41,3.33,41.2,High
1864,47,67,97,86,43,3.34,64.1,High
1865,70,48,47,69,85,2.39,71.2,Medium
1866,60,96,73,36,83,2.4,66.9,Medium
1867,56,37,93,79,84,2.94,75.9,High
1868,62,37,86,93,33,3.82,59.6,Medium
1869,76,76,55,85,44,2.02,63.8,Medium
1870,93,33,82,94,22,3.57,57.8,Medium
1871,55,80,44,43,24,2.12,40.4,High
1872,45,96,67,51,84,2.96,69.7,High
1873,47,74,58,38,73,3.28,58.5,High
1874,64,37,66,85,38,3.37,57.4,Medium
1875,57,45,40,79,73,2.12,67.1,High
1876,64,96,49,85,95,2.84,84.4,Low
1877,51,38,50,34,29,3.17,35.7,High
1878,54,89,45,54,35,2.13,49.0,High
1879,98,44,41,88,65,2.27,70.7,Medium
1880,65,70,40,46,48,3.33,50.5,Medium
1881,80,51,20,26,34,3.04,36.5,High
1882,84,53,56,25,67,2.32,53.6,Medium
1883,65,73,96,52,30,3.07,51.0,Medium
1884,86,30,65,77,53,3.83,62.4,Medium
1885,71,39,28,68,55,2.03,56.2,Medium
1886,49,85,36,36,49,3.29,47.4,High
1887,55,79,66,61,92,2.15,75.1,High
1888,46,41,78,91,38,2.01,59.0,High
1889,56,89,73,59,87,2.3,74.3,High
1890,62,55,31,65,89,2.85,69.9,Low
1891,65,70,83,90,52,3.6,69.6,Low
1892,60,65,25,89,99,2.56,81.3,Low
1893,61,52,72,87,94,3.25,82.2,Low
1894,97,72,35,20,41,2.82,42.8,High
1895,46,35,24,98,55,2.47,61.9,High
1896,53,98,92,71,42,3.03,62.4,High
1897,54,72,65,54,82,3.59,68.1,High
1898,92,54,33,88,45,3.66,62.3,Medium
1899,46,47,63,24,79,3.69,54.4,High
1900,48,91,82,36,24,2.68,42.5,High
1901,90,42,71,72,73,3.59,71.1,Low
1902,87,72,45,71,57,2.42,64.5,Medium
1903,47,57,72,33,81,3.48,59.9,High
1904,89,47,48,48,44,3.9,50.4,Medium
1905,98,88,38,27,31,2.03,42.9,High
1906,62,89,66,20,41,2.88,44.1,High
1907,68,92,27,48,28,3.3,44.3,High
1908,57,86,42,55,48,3.4,54.2,High
1909,70,80,54,70,63,2.35,66.6,Medium
1910,69,85,72,56,46,3.94,57.8,Medium
1911,91,56,77,88,74,3.23,78.4,Low
1912,78,61,24,72,24,2.33,47.5,High
1913,74,38,35,71,71,2.04,64.4,Medium
1914,57,97,36,31,32,3.57,41.1,High
1915,98,75,51,71,61,2.16,68.1,Medium
1916,81,96,71,20,34,2.28,44.4,High
1917,78,55,39,26,98,3.15,64.2,Medium
1918,56,37,85,36,37,3.21,43.4,High
1919,53,35,20,62,69,3.37,57.0,High
1920,70,53,77,90,21,2.79,55.4,Medium
1921,63,77,63,36,32,3.55,43.9,High
1922,74,74,25,78,87,3.95,75.5,Low
1923,83,42,69,22,66,2.54,52.4,Medium
1924,99,98,91,48,94,3.41,80.8,Low
1925,84,54,39,41,69,3.86,57.6,Medium
1926,73,49,33,57,31,3.37,45.0,High
1927,42,95,24,73,32,3.36,50.8,High
1928,76,74,60,69,28,2.45,52.9,Medium
1929,82,76,59,88,78,3.07,79.3,Low
1930,79,92,53,49,64,3.13,62.7,Medium
1931,65,84,99,42,89,3.4,73.0,Low
1932,94,48,64,66,62,3.99,65.2,Low
1933,62,64,90,40,93,2.07,70.8,Medium
1934,83,82,99,39,42,2.13,54.9,Medium
1935,78,55,90,42,98,2.16,74.1,Medium
1936,54,43,46,87,64,3.49,66.0,High
1937,95,74,97,40,42,2.27,55.4,Medium
1938,88,73,97,40,53,3.24,59.0,Medium
1939,43,94,63,20,35,2.65,40.0,High
1940,68,80,52,34,82,2.91,63.0,Medium
1941,61,72,52,36,70,2.43,57.3,Medium
1942,64,52,63,70,51,3.73,59.3,Medium
1943,52,85,39,82,57,3.17,65.0,High
1944,57,48,55,33,75,3.89,55.9,High
1945,72,84,26,78,88,3.15,76.8,Low
1946,55,89,51,69,36,2.25,54.6,High
1947,84,88,86,53,58,2.34,64.9,Medium
1948,81,62,58,25,60,3.98,51.6,Medium
1949,83,48,43,68,67,3.45,64.6,Medium
1950,41,57,89,25,47,2.1,45.0,High
1951,94,81,73,88,96,3.41,89.6,Low
1952,74,78,57,26,69,2.82,56.3,Medium
1953,81,66,93,96,20,2.61,60.8,Medium
1954,73,55,99,70,69,2.31,71.3,Medium
1955,69,69,94,20,38,3.68,44.4,High
1956,98,67,51,32,78,2.13,62.4,Medium
1957,94,83,64,62,87,2.58,77.5,Low
1958,52,51,80,46,86,2.61,66.5,High
1959,52,45,89,90,60,2.32,69.6,High
1960,57,57,72,22,29,3.02,36.8,High
1961,71,64,70,77,47,2.02,62.4,Medium
1962,71,89,95,36,53,2.6,57.5,Medium
1963,74,74,75,64,58,3.87,64.7,Medium
1964,98,75,46,97,75,2.62,81.0,Low
1965,78,84,57,77,71,2.72,73.4,Low
1966,85,55,81,75,22,2.95,53.4,Medium
1967,91,54,37,73,42,3.12,56.9,Medium
1968,68,94,83,48,36,3.62,53.3,Medium
1969,88,35,96,73,90,2.38,79.8,Medium
1970,68,52,49,46,45,3.74,48.7,High
1971,92,93,68,64,37,3.52,59.3,Medium
1972,83,72,60,50,65,3.45,62.5,Medium
1973,96,52,32,55,89,2.17,70.1,Medium
1974,55,59,53,80,50,2.04,60.7,High
1975,95,47,44,56,28,3.19,46.6,High
1976,83,50,85,86,54,3.73,69.2,Low
1977,86,86,37,55,79,3.17,69.0,Low
1978,96,52,24,24,95,2.43,62.4,Medium
1979,49,74,38,65,82,2.18,68.4,High
1980,69,73,61,98,71,3.4,78.1,Low
1981,64,76,37,71,67,3.44,65.8,Low
1982,78,69,51,68,80,2.35,72.2,Medium
1983,59,80,40,25,43,2.06,42.6,High
1984,44,71,29,29,93,2.82,60.3,High
1985,40,36,56,42,77,3.17,56.6,High
1986,69,79,68,36,83,3.41,65.6,Low
1987,88,77,32,63,49,3.62,58.2,Medium
1988,42,35,74,60,48,3.22,52.3,High
1989,84,38,36,34,29,2.22,37.6,High
1990,53,86,28,63,58,3.37,58.8,High
1991,95,60,63,77,74,3.97,74.5,Low
1992,69,50,97,69,47,3.81,61.1,Medium
1993,89,69,65,71,37,3.74,58.4,Medium
1994,43,74,27,89,60,2.6,65.1,High
1995,57,78,56,87,94,3.5,82.8,High
1996,76,49,38,82,84,3.7,74.5,Low
1997,64,46,82,77,65,3.36,68.3,Low
1998,87,57,65,42,79,2.5,65.1,Low
1999,40,70,90,63,28,3.91,50.1,High
2000,92,95,45,63,64,2.9,67.7,Low
2001,85,54,65,71,79,2.26,73.3,Medium
2002,54,87,65,86,47,2.22,65.2,High
2003,48,70,94,47,22,3.3,44.1,High
2004,54,35,33,86,70,2.88,66.0,High
2005,88,67,82,97,27,2.19,63.6,Medium
2006,96,35,91,37,89,3.48,68.9,Low
2007,63,74,22,46,78,3.6,60.9,Medium
2008,43,43,47,70,80,3.45,66.3,High
2009,51,95,48,79,77,2.4,73.9,High
2010,98,69,37,93,89,3.38,83.9,Low
2011,97,32,54,68,31,2.02,51.1,Medium
2012,76,53,96,34,28,2.61,43.9,High
2013,76,48,95,92,68,2.8,76.7,Low
2014,82,47,66,87,36,3.67,60.0,Medium
2015,99,93,24,34,73,2.78,61.0,Medium
2016,45,64,94,70,63,2.02,66.5,High
2017,78,91,78,67,51,2.7,65.2,Low
2018,95,30,94,91,54,3.0,70.8,Low
2019,85,54,78,20,97,3.9,66.5,Low
2020,63,74,66,26,68,3.88,55.3,Medium
2021,50,78,32,72,73,2.36,66.8,High
2022,52,45,97,50,35,2.37,48.4,High
2023,73,48,52,37,31,2.33,40.8,High
2024,64,52,81,31,27,3.58,39.8,High
2025,46,54,98,67,40,2.01,55.9,High
2026,91,45,35,49,67,2.25,58.6,Medium
2027,43,83,63,26,27,3.08,37.5,High
2028,98,30,77,22,47,2.5,45.9,High
2029,47,71,25,82,99,2.18,78.5,High
2030,59,48,34,25,29,2.72,33.2,High
2031,68,63,23,34,71,2.55,54.0,Medium
2032,93,84,75,90,34,3.02,65.8,Low
2033,92,47,83,62,23,3.96,50.0,Medium
2034,90,63,87,37,98,2.25,74.3,Medium
2035,84,74,53,41,81,2.75,65.8,Low
2036,85,35,75,80,23,3.86,52.7,Medium
2037,49,50,51,80,60,3.75,63.0,High
2038,82,99,28,72,92,2.79,79.3,Low
2039,73,77,82,45,74,3.4,66.3,Low
2040,96,68,91,59,47,2.18,62.0,Medium
2041,65,60,97,27,66,3.43,56.7,Medium
2042,80,39,52,40,28,3.95,40.3,High
2043,88,59,40,62,21,3.07,45.7,High
2044,97,47,74,40,86,3.0,68.2,Low
2045,42,89,95,22,67,2.37,56.0,High
2046,95,44,76,50,88,3.27,71.7,Low
2047,45,33,21,46,93,3.18,60.9,High
2048,44,92,32,46,47,3.3,49.4,High
2049,44,69,23,92,98,2.05,80.4,High
2050,93,38,69,76,33,3.1,56.0,Medium
2051,86,38,67,52,65,3.19,60.7,Medium
2052,62,55,97,63,32,2.42,53.1,Medium
2053,88,33,49,62,35,2.42,49.6,High
2054,48,45,48,50,59,2.55,52.7,High
2055,74,44,27,84,91,3.42,76.1,Low
2056,59,81,31,95,49,3.21,65.2,High
2057,97,98,60,36,84,3.69,69.9,Low
2058,88,34,45,34,77,2.59,57.7,Medium
2059,98,49,69,53,67,3.82,64.3,Medium
2060,81,47,21,99,68,3.49,71.8,Low
2061,74,31,74,23,21,2.79,33.2,High
2062,89,42,75,91,33,2.19,61.1,Medium
2063,57,33,33,98,36,2.51,56.1,High
2064,56,71,25,47,50,3.91,49.3,High
2065,63,90,80,92,29,2.62,62.5,Medium
2066,42,37,31,21,89,2.66,52.9,High
2067,71,96,32,36,56,2.38,53.1,Medium
2068,74,92,38,77,83,3.61,76.7,Low
2069,77,38,63,93,49,2.55,65.3,Low
2070,52,40,78,28,53,2.66,46.6,High
2071,95,71,56,50,37,2.83,52.0,Medium
2072,86,42,44,85,82,2.87,75.5,Low
2073,64,65,35,81,68,2.82,67.9,Low
2074,48,42,57,38,75,3.01,56.1,High
2075,43,41,62,93,77,3.63,73.3,High
2076,53,66,33,74,46,3.64,55.8,High
2077,76,81,25,47,74,3.6,61.9,Medium
2078,73,31,42,69,38,2.2,50.5,Medium
2079,50,85,79,84,42,3.6,63.4,High
2080,80,89,31,22,66,2.24,53.0,Medium
2081,95,52,32,98,98,2.25,86.5,Medium
2082,42,69,25,71,85,3.9,68.9,High
2083,98,93,82,29,70,3.64,64.0,Medium
2084,67,52,57,40,47,3.1,48.4,High
2085,68,58,69,56,76,3.75,66.7,Low
2086,48,80,71,34,77,3.98,60.9,High
2087,42,98,59,97,34,3.22,62.6,High
2088,64,60,27,98,35,3.23,58.5,Medium
2089,73,79,80,93,66,3.51,77.5,Low
2090,51,49,27,28,82,2.46,53.9,High
2091,81,84,53,63,31,2.33,53.1,Medium
2092,48,31,98,58,62,3.52,59.9,High
2093,54,54,79,24,48,2.69,45.1,High
2094,79,42,76,44,68,2.27,60.1,Medium
2095,64,99,65,75,22,2.63,54.1,Medium
2096,44,96,41,83,88,2.72,78.2,High
2097,50,87,59,91,79,3.93,78.5,High
2098,98,93,64,71,85,3.4,80.8,Low
2099,73,98,74,95,45,3.06,71.0,Low
2100,63,88,70,28,90,3.94,66.5,Low
2101,99,89,24,29,93,3.81,67.1,Low
2102,54,91,32,29,88,3.02,61.6,High
2103,77,45,47,92,66,3.81,70.9,Low
2104,47,97,99,81,95,2.81,86.6,High
2105,98,44,81,79,61,2.46,70.4,Medium
2106,44,84,43,38,50,2.47,48.5,High
2107,87,64,26,57,41,3.32,51.2,Medium
2108,65,84,57,25,36,3.0,42.5,High
2109,57,43,56,34,39,3.32,41.4,High
2110,45,78,87,66,27,3.37,51.6,High
2111,76,36,61,64,68,2.04,63.7,Medium
2112,99,59,24,24,57,2.11,48.2,High
2113,87,78,83,97,72,3.07,82.7,Low
2114,52,45,69,72,47,2.38,57.0,High
2115,67,80,34,85,96,3.27,82.0,Low
2116,44,71,92,81,48,3.1,64.2,High
2117,52,46,72,42,91,3.17,66.0,High
2118,56,92,44,63,30,2.6,50.1,High
2119,89,74,28,71,66,3.28,66.8,Low
2120,79,36,57,65,64,3.66,62.3,Medium
2121,84,56,41,38,37,4.0,44.3,High
2122,71,39,68,66,69,3.68,65.2,Low
2123,68,63,87,71,68,3.11,70.3,Low
2124,90,65,34,43,41,2.39,48.2,High
2125,97,54,84,36,64,3.36,59.9,Medium
2126,42,35,73,65,80,3.88,66.5,High
2127,95,53,49,83,40,2.42,60.6,Medium
2128,79,47,39,47,90,2.51,66.6,Low
2129,73,35,52,69,80,2.3,68.7,Medium
2130,79,58,96,83,95,3.47,86.2,Low
2131,66,54,26,47,55,2.81,50.7,Medium
2132,52,84,27,75,43,2.13,56.0,High
2133,84,75,47,78,51,3.75,64.4,Medium
2134,72,53,64,24,78,3.12,57.3,Medium
2135,45,55,92,73,94,2.66,78.7,High
2136,63,57,99,63,24,2.69,50.4,Medium
2137,58,32,93,61,35,2.58,50.6,High
2138,55,67,30,91,30,2.91,54.5,High
2139,79,90,50,76,54,2.67,66.3,Low
2140,67,80,31,66,94,3.1,75.2,Low
2141,72,77,97,95,61,3.55,77.5,Low
2142,98,50,70,44,29,3.35,46.6,High
2143,98,83,63,63,27,2.59,54.1,Medium
2144,87,85,69,34,45,3.06,52.3,Medium
2145,80,88,36,70,22,3.68,50.2,Medium
2146,52,80,54,72,78,2.14,71.4,High
2147,82,49,20,53,22,2.16,39.8,High
2148,84,88,48,96,57,3.11,73.6,Low
2149,64,38,70,27,21,3.28,33.7,High
2150,92,30,83,96,36,2.42,63.7,Medium
2151,81,58,23,89,92,3.49,79.7,Low
2152,75,92,47,40,55,3.29,55.4,Medium
2153,66,85,35,26,92,3.85,63.2,Medium
2154,77,97,82,98,21,2.34,63.4,Medium
2155,99,64,95,75,53,3.5,69.5,Low
2156,46,32,72,68,46,2.17,53.8,High
2157,44,36,36,61,56,3.13,52.3,High
2158,82,56,59,42,90,3.1,68.3,Low
2159,84,30,32,71,41,2.78,52.3,Medium
2160,97,73,71,98,87,3.69,88.3,Low
2161,96,70,77,72,33,2.01,59.1,Medium
2162,90,71,56,35,42,3.04,49.0,High
2163,70,62,98,56,63,2.43,65.0,Medium
2164,62,79,95,37,84,3.49,68.3,Low
2165,81,92,80,39,98,2.09,76.2,Medium
2166,49,66,98,65,97,3.66,79.6,High
2167,71,88,53,21,80,3.68,59.5,Medium
2168,82,77,89,82,74,3.67,79.0,Low
2169,92,34,36,22,90,2.31,58.8,Medium
2170,69,77,39,65,69,3.26,65.6,Low
2171,78,32,92,68,31,2.03,53.0,Medium
2172,70,76,78,20,98,3.7,67.6,Low
2173,57,91,88,41,34,3.45,49.5,High
2174,75,43,52,33,36,3.06,41.3,High
2175,41,92,97,64,53,3.46,63.4,High
2176,53,90,36,25,54,2.19,47.0,High
2177,52,60,76,84,58,3.06,67.2,High
2178,68,46,20,40,97,2.58,64.2,Medium
2179,51,53,32,23,74,3.95,50.1,High
2180,78,52,46,22,78,3.71,55.4,Medium
2181,41,79,89,49,24,3.47,45.2,High
2182,71,99,78,50,49,3.87,59.4,Medium
2183,52,56,25,53,23,2.69,38.4,High
2184,85,44,42,39,34,3.8,42.4,High
2185,66,79,29,73,54,2.65,60.9,Medium
2186,88,65,70,44,93,3.47,72.7,Low
2187,80,37,38,34,74,3.47,55.3,Medium
2188,56,32,70,57,85,2.04,66.9,High
2189,79,91,87,42,79,2.72,69.9,Low
2190,70,76,61,71,43,2.04,59.2,Medium
2191,73,90,76,85,41,3.99,65.8,Low
2192,99,61,87,76,63,2.24,72.7,Medium
2193,63,42,57,76,51,3.09,59.4,Medium
2194,84,30,81,98,70,3.58,76.9,Low
2195,74,63,26,71,22,2.4,46.4,High
2196,87,91,90,54,89,2.97,78.6,Low
2197,45,60,69,93,51,3.21,65.7,High
2198,58,93,71,33,21,2.32,40.5,High
2199,69,54,45,33,78,3.56,57.9,Medium
2200,46,67,45,52,92,2.6,68.2,High
2201,49,43,38,71,96,2.42,72.7,High
2202,80,37,28,20,33,3.12,33.7,High
2203,71,83,80,53,70,2.82,67.3,Low
2204,73,31,39,38,30,3.84,37.7,High
2205,67,85,69,43,97,3.76,73.8,Low
2206,99,90,99,23,99,2.97,75.3,Low
2207,54,51,41,55,29,2.72,42.7,High
2208,69,64,32,96,99,2.65,84.9,Low
2209,76,45,31,77,77,2.54,69.1,Low
2210,68,79,29,51,53,3.09,54.1,Medium
2211,61,72,84,28,99,3.61,69.7,Low
2212,43,46,49,99,97,2.62,82.3,High
2213,59,87,27,86,72,2.38,71.9,High
2214,71,31,40,39,47,2.95,44.7,High
2215,75,33,41,93,37,2.14,57.6,Medium
2216,89,68,37,81,45,3.4,61.7,Medium
2217,43,35,85,77,26,3.04,49.8,High
2218,66,98,67,41,64,2.99,61.0,Medium
2219,56,98,63,86,64,2.6,73.1,High
2220,51,49,28,94,90,3.81,77.0,High
2221,61,93,86,67,54,2.18,65.7,Medium
2222,56,45,73,27,71,3.74,53.9,High
2223,49,80,45,92,40,2.75,61.0,High
2224,93,66,45,34,47,3.76,49.4,High
2225,40,98,53,51,63,3.46,59.6,High
2226,61,71,27,72,99,2.21,77.1,Medium
2227,65,86,29,86,75,3.66,73.8,Low
2228,95,95,67,23,29,3.36,44.2,High
2229,98,38,74,49,42,2.06,52.5,Medium
2230,57,93,73,32,67,2.27,58.7,High
2231,89,51,97,40,71,3.27,64.1,Medium
2232,53,63,59,60,34,3.33,49.1,High
2233,86,84,34,38,74,3.49,61.4,Medium
2234,68,58,37,67,62,3.44,61.2,Medium
2235,51,67,42,82,69,3.32,68.2,High
2236,75,47,81,39,25,3.53,42.0,High
2237,98,94,65,83,52,3.15,71.4,Low
2238,74,30,58,56,81,2.52,65.4,Low
2239,91,33,34,50,74,3.82,60.4,Medium
2240,51,33,72,93,58,2.04,66.7,High
2241,46,56,83,37,31,2.73,42.0,High
2242,68,72,82,39,50,3.46,53.9,Medium
2243,50,88,99,30,93,2.85,69.9,High
2244,72,61,35,63,72,2.05,64.5,Medium
2245,45,62,89,83,53,2.13,65.7,High
2246,86,57,85,53,60,3.3,62.7,Medium
2247,54,84,32,84,29,3.93,53.8,High
2248,71,89,66,74,71,3.1,73.2,Low
2249,90,99,28,93,94,3.01,87.2,Low
2250,50,91,82,20,76,2.64,58.7,High
2251,97,63,53,57,97,2.51,77.2,Low
2252,62,85,48,28,22,2.04,36.7,High
2253,65,42,56,90,76,2.55,73.7,Low
2254,73,85,62,36,52,2.9,53.6,Medium
2255,85,47,83,71,26,2.4,53.2,Medium
2256,73,83,43,37,23,2.17,40.2,High
2257,68,72,90,82,58,3.44,70.8,Low
2258,43,68,53,52,67,3.79,58.8,High
2259,56,90,67,23,93,3.87,65.4,High
2260,74,71,31,94,98,3.24,85.0,Low
2261,52,47,42,71,35,2.11,49.4,High
2262,80,52,98,28,57,3.48,54.2,Medium
2263,78,83,32,83,23,2.22,53.4,Medium
2264,54,59,64,49,23,3.34,41.6,High
2265,94,87,84,27,46,3.56,53.0,Medium
2266,68,97,66,24,36,3.45,44.7,High
2267,68,96,77,95,89,3.9,88.2,Low
2268,50,47,24,82,73,3.48,65.9,High
2269,91,36,96,20,27,3.39,39.1,High
2270,71,69,24,34,72,2.52,55.4,Medium
2271,41,99,79,57,24,3.85,48.6,High
2272,86,94,40,61,88,2.36,75.5,Medium
2273,53,97,43,65,66,3.81,65.2,High
2274,59,78,37,72,93,2.63,76.2,High
2275,61,81,40,45,59,2.26,55.3,Medium
2276,50,58,73,80,26,3.65,52.5,High
2277,66,50,29,86,31,2.0,52.7,Medium
2278,42,38,43,73,44,3.66,51.8,High
2279,56,76,79,41,47,2.52,52.2,High
2280,83,71,76,45,62,3.77,61.3,Medium
2281,95,80,42,79,96,3.38,83.8,Low
2282,67,85,41,58,66,3.33,63.1,Medium
2283,68,80,87,55,68,2.73,67.2,Low
2284,60,99,53,40,73,2.12,62.4,Medium
2285,86,49,89,60,37,3.66,55.2,Medium
2286,55,56,47,67,46,2.34,54.3,High
2287,76,67,58,45,91,2.74,70.0,Low
2288,98,94,61,82,25,3.2,59.9,Medium
2289,59,83,42,96,94,2.96,84.8,High
2290,45,53,89,55,88,2.4,70.4,High
2291,58,76,99,43,90,2.28,72.2,High
2292,96,92,21,40,41,2.25,49.3,High
2293,44,86,43,37,78,3.73,59.6,High
2294,42,84,36,34,66,2.06,52.8,High
2295,98,89,84,98,87,3.95,91.3,Low
2296,40,91,89,25,51,2.4,49.9,High
2297,97,59,88,62,20,2.22,51.0,Medium
2298,99,51,79,50,73,3.15,67.1,Low
2299,77,58,69,47,65,2.16,60.5,Medium
2300,54,70,31,27,60,3.2,47.6,High
2301,73,71,66,48,60,3.7,59.4,Medium
2302,74,94,86,40,27,2.1,48.2,High
2303,88,60,84,77,51,3.6,66.7,Low
2304,64,59,46,79,49,2.79,60.2,Medium
2305,63,47,67,69,65,2.32,64.4,Medium
2306,51,46,81,50,71,2.35,61.2,High
2307,57,67,63,66,80,3.84,70.5,High
2308,54,43,38,53,32,2.22,42.2,High
2309,83,85,78,21,59,3.73,54.5,Medium
2310,55,51,27,86,80,3.09,71.1,High
2311,66,96,74,91,63,2.08,76.1,Medium
2312,47,85,66,71,81,2.93,73.5,High
2313,99,48,21,26,63,3.63,49.8,High
2314,85,86,58,95,67,3.45,78.2,Low
2315,64,73,64,38,93,2.98,68.7,Low
2316,56,64,51,34,78,3.72,58.5,High
2317,68,30,84,97,76,2.24,77.7,Medium
2318,92,81,57,67,30,3.82,55.1,Medium
2319,47,99,96,33,44,3.69,51.7,High
2320,54,66,30,22,80,3.42,53.6,High
2321,66,94,29,69,65,3.64,65.6,Low
2322,85,80,78,73,73,3.09,75.4,Low
2323,89,30,74,25,53,3.35,48.0,High
2324,91,50,39,68,26,3.12,48.8,High
2325,46,82,36,42,81,2.71,61.4,High
2326,42,45,87,97,76,3.14,76.9,High
2327,68,90,24,97,95,2.51,85.3,Low
2328,83,83,79,39,24,2.88,45.8,High
2329,92,69,42,96,95,2.56,87.1,Low
2330,63,55,65,79,54,2.25,63.6,Medium
2331,99,94,71,64,56,2.64,68.0,Low
2332,97,93,29,80,79,3.7,77.5,Low
2333,42,72,65,75,84,2.76,74.0,High
2334,59,46,47,21,35,3.5,35.5,High
2335,85,88,62,64,49,2.35,62.3,Medium
2336,54,52,45,59,92,2.85,69.6,High
2337,64,36,74,43,61,2.23,54.7,Medium
2338,69,73,67,48,80,2.28,67.3,Medium
2339,53,82,48,86,93,3.23,81.3,High
2340,46,63,46,87,96,3.21,80.0,High
2341,56,75,37,85,67,2.43,69.1,High
2342,83,97,79,73,81,2.95,80.2,Low
2343,59,45,93,72,83,3.73,74.5,High
2344,75,48,88,98,76,2.35,80.9,Medium
2345,48,31,93,68,87,2.04,72.4,High
2346,77,39,40,51,65,3.3,56.9,Medium
2347,87,79,43,80,47,2.11,63.7,Medium
2348,96,41,22,61,96,3.96,72.6,Low
2349,99,99,81,20,22,3.22,42.7,High
2350,61,51,21,82,56,2.94,60.3,Medium
2351,93,61,85,54,67,2.86,66.9,Low
2352,92,30,61,70,38,3.15,54.5,Medium
2353,92,83,53,90,36,2.18,64.2,Medium
2354,41,87,61,64,59,3.86,61.7,High
2355,63,99,39,96,69,3.25,76.5,Low
2356,47,47,87,84,92,2.37,80.1,High
2357,50,35,64,33,48,3.13,44.0,High
2358,52,74,94,22,70,2.27,56.6,High
2359,56,52,61,43,61,2.04,54.2,High
2360,47,52,66,84,48,3.26,60.9,High
2361,60,55,24,67,85,3.3,68.0,Low
2362,57,36,68,29,36,3.17,39.2,High
2363,69,73,56,32,50,2.37,49.4,High
2364,57,56,53,92,71,3.21,72.6,High
2365,85,55,92,33,58,2.11,56.3,Medium
2366,86,65,89,29,79,3.22,64.3,Medium
2367,70,84,37,59,70,3.11,64.8,Medium
2368,77,93,97,42,35,3.31,53.3,Medium
2369,71,86,38,74,33,3.79,54.9,Medium
2370,50,98,97,82,61,3.7,73.5,High
2371,84,90,59,90,70,3.96,78.3,Low
2372,64,31,36,61,43,3.95,48.6,High
